Wavelength (nm)	Dilution Corrected Absorbance
230	2.747095
233	2.615772
236	2.517808
239	2.433165
242	2.364588
245	2.305389
248	2.255969
251	2.207206
254	2.1608
257	2.111478
260	2.057364
263	1.996106
266	1.929401
269	1.858636
272	1.781352
275	1.702048
278	1.621589
281	1.534873
284	1.448065
287	1.35311
290	1.299966
293	1.231767
296	1.170647
299	1.112435
302	1.059232
305	1.010538
308	0.9666493
311	0.926381
314	0.8870281
317	0.850417
320	0.8151847
323	0.779695
326	0.7449402
329	0.7127156
332	0.6805853
335	0.6504834
338	0.620918
341	0.5923447
344	0.5655137
347	0.5403272
350	0.5165435
353	0.4930823
356	0.4712501
359	0.4507484
362	0.4297426
365	0.4089388
368	0.3886896
371	0.3678589
374	0.3469004
377	0.3274392
380	0.3090608
383	0.2924331
386	0.2758425
389	0.2606295
392	0.246685
395	0.2327512
398	0.2216417
401	0.210555
404	0.2000915
407	0.1900355
410	0.1805506
413	0.1712006
416	0.1629248
419	0.155373
422	0.1482684
425	0.1419269
428	0.1356716
431	0.1295309
434	0.12357
437	0.1179112
440	0.1128402
443	0.1079754
446	0.1032558
449	0.09851898
452	0.09473245
455	0.09081578
458	0.08722721
461	0.08402596
464	0.08066461
467	0.07777936
470	0.07497475
473	0.07209627
476	0.06890618
479	0.06549998
482	0.06282626
485	0.05992168
488	0.05772662
491	0.0553375
494	0.05285033
497	0.05060976
500	0.04836667
503	0.04585159
506	0.04454514
509	0.04226457
512	0.04074804
515	0.03895302
518	0.03708679
521	0.03544253
524	0.03381068
527	0.0326446
530	0.03106705
533	0.0297094
536	0.02870544
539	0.02739867
542	0.02563804
545	0.02461109
548	0.02362697
551	0.0226572
554	0.02165784
557	0.02081675
560	0.01970517
563	0.01896513
566	0.01817898
569	0.01778132
572	0.0169985
575	0.01636868
578	0.01527584
581	0.01469494
584	0.01402319
587	0.01363969
590	0.01296259
593	0.0121199
596	0.01183498
599	0.01162236
602	0.01135224
605	0.01096684
608	0.01038087
611	0.01021217
614	0.009552288
617	0.009202229
620	0.008695527
623	0.007957777
626	0.007742309
629	0.007405094
632	0.006953164
635	0.006179887
638	0.006458565
641	0.006062238
644	0.005490707
647	0.005269771
650	0.004377701
653	0.003022406
656	0.002480255
659	0.002884339
662	0.002956938
665	0.002609311
668	0.002423905
671	0.0019884
674	0.00237914
677	0.002046456
680	0.002010896
683	0.001157817
686	0.001194939
689	0.001042484
692	0.000764261
695	0.000636891
698	0.0004426745
701	0.0005215742
704	0.0004025639
707	0.0006974419
710	0.0001369691
713	-0.0006899776
716	-0.000806029
719	-0.0013458
722	-0.0008440527
725	-0.0002788981
728	-7.148193e-05
731	0.0004310211
734	0.0005308683
737	0.0004654553
740	-7.057219e-05
743	4.117331e-05
746	-7.933467e-05
749	-0.0004138798
752	-0.0004119232
755	-0.0008330383
758	-0.001586844
761	-0.001689903
764	-0.002019466
767	-0.002045255
770	-0.002677236
773	-0.00404929
776	-0.005581254
779	-0.003218945
782	-0.003567048
785	-0.003410099
788	-0.004645927
791	-0.004466371
794	-0.004261864
797	-0.004754709
800	-0.004528076
